activity_id,type,subject,occurred_at,contact_id,opportunity_id
ACT-00007993,email,Activity 00007993,2025-05-18 11:20:49,CON-0003451,
ACT-00007994,demo,Activity 00007994,2024-04-10 03:22:45,CON-0007539,
ACT-00007995,call,Activity 00007995,2025-02-19 04:13:27,,
ACT-00007996,call,Activity 00007996,2023-01-14 15:04:08,,
ACT-00007997,demo,Activity 00007997,2024-05-03 10:34:26,,
ACT-00007998,email,Activity 00007998,2023-03-19 01:35:58,CON-0005695,OPP-0001160
ACT-00007999,call,Activity 00007999,2023-02-06 23:11:21,CON-0011563,OPP-0000696
ACT-00008000,call,Activity 00008000,2025-12-16 22:24:20,,OPP-0000383
ACT-00008001,email,Activity 00008001,2025-11-25 21:37:28,,
ACT-00008002,meeting,Activity 00008002,2023-12-08 14:42:02,,
ACT-00008003,email,Activity 00008003,2025-02-11 22:02:42,CON-0013148,OPP-0001943
ACT-00008004,email,Activity 00008004,2024-10-27 05:19:00,CON-0010053,OPP-0001163
ACT-00008005,call,Activity 00008005,2024-02-25 15:52:05,CON-0006390,
ACT-00008006,demo,Activity 00008006,2023-01-20 06:45:48,CON-0007054,
ACT-00008007,email,Activity 00008007,2023-09-30 20:54:39,,
ACT-00008008,call,Activity 00008008,2023-07-20 00:18:45,,OPP-0001757
ACT-00008009,call,Activity 00008009,2023-09-01 15:03:40,CON-0000275,
ACT-00008010,call,Activity 00008010,2023-11-29 19:23:16,CON-0006974,OPP-0001251
ACT-00008011,email,Activity 00008011,2025-08-15 01:38:27,CON-0004589,OPP-0000863
ACT-00008012,call,Activity 00008012,2025-10-03 23:30:45,CON-0004441,OPP-0000116
ACT-00008013,email,Activity 00008013,2025-10-06 00:44:34,CON-0006808,
ACT-00008014,meeting,Activity 00008014,2023-04-19 06:35:39,,OPP-0000844
ACT-00008015,note,Activity 00008015,2025-03-13 07:10:59,CON-0012027,OPP-0002248
ACT-00008016,call,Activity 00008016,2024-03-04 05:07:50,CON-0010087,
ACT-00008017,call,Activity 00008017,2023-07-26 04:10:13,CON-0009440,OPP-0000433
ACT-00008018,email,Activity 00008018,2024-08-19 19:13:39,CON-0008100,OPP-0002048
ACT-00008019,email,Activity 00008019,2024-12-19 19:03:34,CON-0007318,OPP-0001223
ACT-00008020,email,Activity 00008020,2024-11-21 21:24:13,,
ACT-00008021,email,Activity 00008021,2024-07-08 09:53:49,CON-0005886,
ACT-00008022,note,Activity 00008022,2025-10-07 18:45:16,,
ACT-00008023,call,Activity 00008023,2025-07-28 23:48:04,CON-0004769,
ACT-00008024,call,Activity 00008024,2025-10-21 23:30:58,CON-0012541,OPP-0002091
ACT-00008025,meeting,Activity 00008025,2025-12-22 20:02:30,CON-0011095,
ACT-00008026,email,Activity 00008026,2025-07-29 05:29:00,CON-0007851,
ACT-00008027,email,Activity 00008027,2023-01-02 18:07:59,,OPP-0001179
ACT-00008028,call,Activity 00008028,2025-02-27 16:48:21,,
ACT-00008029,note,Activity 00008029,2024-07-02 18:38:07,CON-0002363,OPP-0002481
ACT-00008030,meeting,Activity 00008030,2023-03-02 10:38:03,,OPP-0001989
ACT-00008031,email,Activity 00008031,2025-04-02 06:47:15,CON-0014624,OPP-0001270
ACT-00008032,meeting,Activity 00008032,2025-05-23 23:48:53,CON-0000961,OPP-0001580
ACT-00008033,demo,Activity 00008033,2025-12-06 13:44:33,,OPP-0002338
ACT-00008034,call,Activity 00008034,2024-01-05 12:24:53,CON-0000357,
ACT-00008035,email,Activity 00008035,2023-08-20 19:01:51,CON-0013460,OPP-0002766
ACT-00008036,call,Activity 00008036,2024-03-24 18:16:57,,OPP-0001204
ACT-00008037,call,Activity 00008037,2025-04-22 03:34:03,CON-0002590,
ACT-00008038,meeting,Activity 00008038,2023-02-05 10:25:20,CON-0000576,OPP-0002241
ACT-00008039,demo,Activity 00008039,2025-08-11 05:11:12,CON-0007425,OPP-0002047
ACT-00008040,email,Activity 00008040,2025-03-11 15:53:19,,OPP-0002071
ACT-00008041,call,Activity 00008041,2024-07-15 13:42:49,,
ACT-00008042,note,Activity 00008042,2023-03-05 19:28:47,,OPP-0000260
ACT-00008043,email,Activity 00008043,2024-03-17 11:48:16,CON-0013898,
ACT-00008044,email,Activity 00008044,2025-03-13 06:18:53,CON-0000614,
ACT-00008045,email,Activity 00008045,2024-01-23 08:49:45,,OPP-0002169
ACT-00008046,email,Activity 00008046,2025-07-16 06:35:08,CON-0008776,
ACT-00008047,call,Activity 00008047,2023-06-06 18:33:08,,
ACT-00008048,email,Activity 00008048,2024-03-17 15:50:23,CON-0014926,OPP-0001999
ACT-00008049,email,Activity 00008049,2024-03-07 21:45:38,CON-0009343,
ACT-00008050,note,Activity 00008050,2025-04-11 09:51:29,CON-0013870,
ACT-00008051,meeting,Activity 00008051,2025-04-18 03:56:55,,OPP-0000129
ACT-00008052,call,Activity 00008052,2025-07-05 08:41:05,CON-0014982,
ACT-00008053,call,Activity 00008053,2025-03-29 21:32:20,CON-0007066,
ACT-00008054,email,Activity 00008054,2025-05-08 23:59:33,CON-0013955,OPP-0002321
ACT-00008055,call,Activity 00008055,2023-07-23 01:50:53,,OPP-0000606
ACT-00008056,email,Activity 00008056,2023-06-30 18:29:21,CON-0008262,
ACT-00008057,call,Activity 00008057,2025-10-03 18:01:47,CON-0006058,OPP-0001148
ACT-00008058,email,Activity 00008058,2023-08-17 11:04:38,,
ACT-00008059,email,Activity 00008059,2024-08-04 12:10:41,CON-0012907,
ACT-00008060,email,Activity 00008060,2024-02-19 19:27:11,,
ACT-00008061,email,Activity 00008061,2023-06-26 07:37:48,CON-0011762,
ACT-00008062,call,Activity 00008062,2025-12-28 00:41:50,,
ACT-00008063,email,Activity 00008063,2025-09-03 00:28:49,CON-0000886,OPP-0002970
ACT-00008064,call,Activity 00008064,2025-10-10 22:30:17,,
ACT-00008065,email,Activity 00008065,2025-09-23 20:20:00,CON-0005149,OPP-0000599
ACT-00008066,call,Activity 00008066,2025-05-01 13:25:21,CON-0008898,OPP-0002640
ACT-00008067,call,Activity 00008067,2023-04-15 21:42:46,CON-0011815,OPP-0002980
ACT-00008068,email,Activity 00008068,2024-04-09 00:15:05,CON-0012713,
ACT-00008069,email,Activity 00008069,2023-11-28 18:43:32,CON-0000762,OPP-0002338
ACT-00008070,call,Activity 00008070,2025-04-13 07:46:05,,
ACT-00008071,meeting,Activity 00008071,2025-08-03 08:02:53,CON-0013592,OPP-0002286
ACT-00008072,meeting,Activity 00008072,2023-12-07 23:18:08,CON-0005192,
ACT-00008073,note,Activity 00008073,2024-11-02 19:45:23,CON-0013150,
ACT-00008074,email,Activity 00008074,2024-09-05 16:22:38,CON-0004955,
ACT-00008075,demo,Activity 00008075,2024-09-30 16:10:38,CON-0002472,OPP-0002447
ACT-00008076,call,Activity 00008076,2024-08-11 12:57:00,,
ACT-00008077,call,Activity 00008077,2025-01-12 23:25:36,,OPP-0002023
ACT-00008078,call,Activity 00008078,2023-06-15 10:00:07,CON-0012548,OPP-0000054
ACT-00008079,email,Activity 00008079,2024-11-16 11:58:04,,
ACT-00008080,call,Activity 00008080,2023-01-27 00:59:09,CON-0001404,
ACT-00008081,call,Activity 00008081,2025-03-25 09:56:37,,
ACT-00008082,email,Activity 00008082,2025-07-31 17:09:04,,OPP-0000089
ACT-00008083,email,Activity 00008083,2023-06-30 23:43:05,CON-0011120,
ACT-00008084,email,Activity 00008084,2023-05-06 06:52:31,CON-0008072,
ACT-00008085,email,Activity 00008085,2024-06-21 19:12:05,CON-0001625,OPP-0000726
ACT-00008086,call,Activity 00008086,2024-07-13 10:05:39,CON-0010851,
ACT-00008087,demo,Activity 00008087,2023-07-23 01:37:14,CON-0009752,OPP-0002377
ACT-00008088,email,Activity 00008088,2025-07-29 07:19:01,CON-0000383,
ACT-00008089,call,Activity 00008089,2025-01-12 12:17:19,CON-0009059,OPP-0000778
ACT-00008090,email,Activity 00008090,2024-12-10 18:16:02,,OPP-0000027
ACT-00008091,demo,Activity 00008091,2023-10-13 06:16:08,CON-0000328,OPP-0002956
ACT-00008092,email,Activity 00008092,2024-06-17 20:47:39,CON-0002930,
ACT-00008093,email,Activity 00008093,2025-06-15 18:07:58,CON-0001476,OPP-0002305
ACT-00008094,email,Activity 00008094,2024-12-08 17:48:22,CON-0011713,OPP-0002480
ACT-00008095,call,Activity 00008095,2025-12-12 16:54:56,,OPP-0002737
ACT-00008096,note,Activity 00008096,2023-04-13 13:17:04,CON-0001497,OPP-0000690
ACT-00008097,email,Activity 00008097,2023-08-05 18:59:48,CON-0008652,OPP-0001062
ACT-00008098,meeting,Activity 00008098,2023-01-27 06:21:25,,
ACT-00008099,meeting,Activity 00008099,2024-02-06 08:15:21,CON-0013537,OPP-0001887
ACT-00008100,call,Activity 00008100,2023-05-21 05:47:51,CON-0002462,
ACT-00008101,call,Activity 00008101,2024-01-01 14:54:47,CON-0009635,
ACT-00008102,email,Activity 00008102,2023-08-25 19:03:06,CON-0013518,
ACT-00008103,call,Activity 00008103,2025-04-29 02:04:47,CON-0012798,
ACT-00008104,email,Activity 00008104,2024-01-13 22:31:24,CON-0014079,
ACT-00008105,email,Activity 00008105,2023-08-31 20:21:21,CON-0003669,
ACT-00008106,meeting,Activity 00008106,2023-02-18 01:33:49,,OPP-0002739
ACT-00008107,email,Activity 00008107,2024-05-04 18:03:38,,
ACT-00008108,call,Activity 00008108,2023-11-09 10:56:06,,OPP-0001026
ACT-00008109,call,Activity 00008109,2024-02-17 02:34:23,,OPP-0001984
ACT-00008110,note,Activity 00008110,2024-08-12 11:50:14,CON-0013752,
ACT-00008111,note,Activity 00008111,2023-11-25 05:34:26,,
ACT-00008112,email,Activity 00008112,2023-06-30 21:22:16,,
ACT-00008113,call,Activity 00008113,2024-12-01 22:48:38,,OPP-0001676
ACT-00008114,call,Activity 00008114,2024-01-06 20:09:22,CON-0009652,OPP-0000007
ACT-00008115,meeting,Activity 00008115,2024-04-01 00:11:00,,OPP-0001186
ACT-00008116,call,Activity 00008116,2024-06-11 15:43:02,CON-0009988,
ACT-00008117,call,Activity 00008117,2025-08-31 05:17:14,,OPP-0001203
ACT-00008118,email,Activity 00008118,2023-01-30 10:43:03,CON-0014808,
ACT-00008119,meeting,Activity 00008119,2023-02-02 15:13:54,CON-0005323,
ACT-00008120,meeting,Activity 00008120,2025-01-05 10:33:13,CON-0013383,OPP-0001953
ACT-00008121,call,Activity 00008121,2023-12-07 05:29:09,CON-0013195,
ACT-00008122,email,Activity 00008122,2025-01-02 04:21:36,CON-0002147,
ACT-00008123,call,Activity 00008123,2024-01-14 19:10:36,,OPP-0001720
ACT-00008124,call,Activity 00008124,2024-10-25 00:36:55,,
ACT-00008125,demo,Activity 00008125,2023-03-30 10:32:06,,
ACT-00008126,email,Activity 00008126,2024-05-13 14:13:04,CON-0006056,
ACT-00008127,call,Activity 00008127,2023-07-18 22:00:45,CON-0003575,
ACT-00008128,email,Activity 00008128,2025-07-13 01:29:35,CON-0004203,OPP-0002721
ACT-00008129,call,Activity 00008129,2023-11-02 20:52:42,CON-0010162,
ACT-00008130,demo,Activity 00008130,2023-04-25 08:36:16,,OPP-0000970
ACT-00008131,call,Activity 00008131,2025-07-22 03:15:13,,
ACT-00008132,meeting,Activity 00008132,2023-12-17 06:39:07,CON-0010332,
ACT-00008133,meeting,Activity 00008133,2025-04-06 18:06:57,CON-0000005,
ACT-00008134,call,Activity 00008134,2023-11-12 09:03:15,,OPP-0001874
ACT-00008135,demo,Activity 00008135,2025-03-28 01:55:46,,
ACT-00008136,meeting,Activity 00008136,2024-02-28 08:23:23,,
ACT-00008137,meeting,Activity 00008137,2025-10-07 14:05:05,,OPP-0002984
ACT-00008138,note,Activity 00008138,2024-11-23 05:42:11,CON-0013495,OPP-0001689
ACT-00008139,email,Activity 00008139,2023-10-08 17:11:48,CON-0007238,
ACT-00008140,meeting,Activity 00008140,2024-12-13 07:22:30,CON-0014306,
ACT-00008141,demo,Activity 00008141,2025-03-04 04:00:51,,
ACT-00008142,meeting,Activity 00008142,2023-09-01 18:39:38,CON-0013407,
ACT-00008143,call,Activity 00008143,2024-07-27 05:40:29,CON-0000946,
ACT-00008144,meeting,Activity 00008144,2025-02-16 14:06:39,CON-0001146,
ACT-00008145,call,Activity 00008145,2025-06-09 06:07:10,CON-0006618,OPP-0000405
ACT-00008146,meeting,Activity 00008146,2023-01-18 17:35:18,CON-0013727,
ACT-00008147,email,Activity 00008147,2025-06-27 12:52:21,,OPP-0002981
ACT-00008148,meeting,Activity 00008148,2025-09-13 17:34:03,CON-0005463,OPP-0001173
ACT-00008149,meeting,Activity 00008149,2025-04-24 02:42:11,CON-0006879,OPP-0001793
ACT-00008150,meeting,Activity 00008150,2024-07-02 00:06:47,CON-0006986,
ACT-00008151,call,Activity 00008151,2025-01-02 23:21:25,,
ACT-00008152,demo,Activity 00008152,2024-04-30 22:41:16,CON-0012600,
ACT-00008153,meeting,Activity 00008153,2025-01-22 19:55:05,CON-0007205,
ACT-00008154,call,Activity 00008154,2024-06-13 09:12:30,CON-0009774,OPP-0002391
ACT-00008155,call,Activity 00008155,2023-05-05 07:02:18,CON-0002938,OPP-0000873
ACT-00008156,meeting,Activity 00008156,2023-09-28 06:42:30,,OPP-0001605
ACT-00008157,email,Activity 00008157,2025-08-17 11:09:49,,OPP-0002592
ACT-00008158,demo,Activity 00008158,2024-06-28 20:47:02,CON-0004257,OPP-0000857
ACT-00008159,call,Activity 00008159,2025-06-26 18:57:22,CON-0011355,OPP-0002088
ACT-00008160,meeting,Activity 00008160,2024-03-09 14:14:09,CON-0012744,OPP-0000828
ACT-00008161,call,Activity 00008161,2024-10-17 23:57:35,,OPP-0002469
ACT-00008162,call,Activity 00008162,2023-05-22 02:41:25,CON-0014020,
ACT-00008163,email,Activity 00008163,2024-01-20 16:17:45,CON-0014453,OPP-0000446
ACT-00008164,call,Activity 00008164,2025-11-03 05:03:13,CON-0010465,
ACT-00008165,meeting,Activity 00008165,2025-01-07 13:11:05,CON-0009981,
ACT-00008166,email,Activity 00008166,2023-04-03 08:21:12,CON-0009729,
ACT-00008167,call,Activity 00008167,2023-02-04 14:15:33,CON-0005878,OPP-0002473
ACT-00008168,email,Activity 00008168,2024-08-31 12:42:25,CON-0009034,OPP-0000441
ACT-00008169,call,Activity 00008169,2024-09-07 06:36:06,CON-0001305,OPP-0002147
ACT-00008170,email,Activity 00008170,2025-01-09 04:13:43,CON-0000712,OPP-0002162
ACT-00008171,email,Activity 00008171,2023-09-04 07:52:40,,OPP-0002356
ACT-00008172,email,Activity 00008172,2023-02-18 03:29:55,CON-0000762,OPP-0000989
ACT-00008173,email,Activity 00008173,2024-10-26 00:50:19,CON-0012099,OPP-0002269
ACT-00008174,call,Activity 00008174,2024-08-10 20:03:46,CON-0000562,OPP-0000648
ACT-00008175,note,Activity 00008175,2024-06-17 19:53:51,,
ACT-00008176,meeting,Activity 00008176,2024-01-26 08:13:15,CON-0007525,OPP-0001526
ACT-00008177,email,Activity 00008177,2025-09-11 18:17:26,CON-0004922,
ACT-00008178,email,Activity 00008178,2025-10-02 13:07:31,CON-0000706,OPP-0000873
ACT-00008179,email,Activity 00008179,2023-05-27 13:58:51,CON-0005589,OPP-0001197
ACT-00008180,call,Activity 00008180,2023-03-20 18:03:21,,
ACT-00008181,email,Activity 00008181,2025-04-22 02:49:11,CON-0011933,
ACT-00008182,email,Activity 00008182,2025-10-18 15:17:05,CON-0013744,
ACT-00008183,call,Activity 00008183,2025-02-03 14:59:08,CON-0000274,
ACT-00008184,call,Activity 00008184,2025-02-17 18:52:23,CON-0006701,OPP-0001137
ACT-00008185,meeting,Activity 00008185,2025-07-28 04:31:03,CON-0009399,OPP-0001762
ACT-00008186,note,Activity 00008186,2023-07-09 09:26:37,CON-0014765,
ACT-00008187,demo,Activity 00008187,2025-03-08 00:29:55,,OPP-0000462
ACT-00008188,meeting,Activity 00008188,2025-05-25 05:01:06,CON-0009710,
ACT-00008189,call,Activity 00008189,2025-06-08 13:55:40,CON-0009787,
ACT-00008190,demo,Activity 00008190,2024-09-19 11:25:58,CON-0001997,
ACT-00008191,call,Activity 00008191,2024-05-08 18:07:01,CON-0010665,OPP-0001974
ACT-00008192,call,Activity 00008192,2024-08-24 12:39:29,CON-0006443,OPP-0001932
ACT-00008193,call,Activity 00008193,2024-01-28 23:19:19,CON-0014645,
ACT-00008194,email,Activity 00008194,2023-12-16 07:27:39,CON-0006230,
ACT-00008195,call,Activity 00008195,2025-08-24 02:32:00,CON-0014871,
ACT-00008196,note,Activity 00008196,2025-04-24 12:12:43,CON-0009571,
ACT-00008197,email,Activity 00008197,2024-10-12 14:32:26,CON-0000668,
ACT-00008198,email,Activity 00008198,2023-03-04 20:03:58,CON-0010436,OPP-0001103
ACT-00008199,demo,Activity 00008199,2024-09-25 08:54:05,CON-0009329,OPP-0002696
ACT-00008200,email,Activity 00008200,2025-04-22 11:24:03,CON-0003670,OPP-0001214
ACT-00008201,call,Activity 00008201,2024-06-29 09:05:48,CON-0002203,
ACT-00008202,email,Activity 00008202,2024-01-11 12:06:03,CON-0008034,OPP-0000961
ACT-00008203,demo,Activity 00008203,2025-07-03 21:35:24,CON-0000611,OPP-0000624
ACT-00008204,email,Activity 00008204,2025-06-17 21:37:03,CON-0012526,
ACT-00008205,email,Activity 00008205,2023-10-29 23:05:15,CON-0008486,
ACT-00008206,meeting,Activity 00008206,2025-11-14 15:39:16,CON-0004061,OPP-0001994
ACT-00008207,note,Activity 00008207,2023-06-27 05:48:22,CON-0013904,
ACT-00008208,email,Activity 00008208,2025-04-22 14:14:15,,
ACT-00008209,call,Activity 00008209,2023-04-16 14:16:20,CON-0014713,
ACT-00008210,meeting,Activity 00008210,2023-11-21 14:21:14,,
ACT-00008211,email,Activity 00008211,2023-01-13 12:36:52,CON-0003846,OPP-0002761
ACT-00008212,email,Activity 00008212,2024-12-08 17:17:46,,OPP-0001231
ACT-00008213,call,Activity 00008213,2023-04-01 23:01:15,CON-0001218,
ACT-00008214,demo,Activity 00008214,2024-09-07 14:51:53,,
ACT-00008215,note,Activity 00008215,2025-04-08 15:23:14,CON-0009588,OPP-0002221
ACT-00008216,meeting,Activity 00008216,2024-11-24 16:38:52,CON-0005064,
ACT-00008217,meeting,Activity 00008217,2025-05-27 14:47:52,CON-0003689,
ACT-00008218,email,Activity 00008218,2023-11-02 23:35:17,,
ACT-00008219,meeting,Activity 00008219,2025-09-15 11:18:52,CON-0011059,
ACT-00008220,call,Activity 00008220,2025-12-30 14:17:57,CON-0000879,
ACT-00008221,email,Activity 00008221,2025-01-05 06:01:02,CON-0013168,
ACT-00008222,note,Activity 00008222,2023-09-23 03:43:55,,OPP-0001278
ACT-00008223,call,Activity 00008223,2024-08-14 18:32:10,CON-0000521,
ACT-00008224,email,Activity 00008224,2025-06-08 09:57:28,CON-0014411,OPP-0002238
ACT-00008225,meeting,Activity 00008225,2025-03-19 05:54:27,,
ACT-00008226,email,Activity 00008226,2024-05-30 03:48:46,CON-0001302,OPP-0000794
ACT-00008227,call,Activity 00008227,2025-08-01 12:00:40,,OPP-0002997
ACT-00008228,call,Activity 00008228,2023-12-16 14:04:35,,
ACT-00008229,note,Activity 00008229,2025-07-30 22:14:19,CON-0003459,OPP-0000638
ACT-00008230,call,Activity 00008230,2024-10-05 04:11:20,,OPP-0002018
ACT-00008231,email,Activity 00008231,2023-03-23 18:48:38,CON-0011082,
ACT-00008232,call,Activity 00008232,2023-08-10 23:03:41,,OPP-0002775
ACT-00008233,demo,Activity 00008233,2025-08-17 01:49:46,,
ACT-00008234,email,Activity 00008234,2025-06-18 08:12:46,CON-0008362,
ACT-00008235,email,Activity 00008235,2025-11-18 01:49:04,CON-0007548,
ACT-00008236,email,Activity 00008236,2024-12-26 15:00:02,CON-0009868,
ACT-00008237,call,Activity 00008237,2023-05-31 03:21:26,CON-0006248,
ACT-00008238,meeting,Activity 00008238,2025-06-07 11:48:14,CON-0009169,
ACT-00008239,meeting,Activity 00008239,2025-07-05 12:15:13,CON-0010376,
ACT-00008240,email,Activity 00008240,2023-08-29 17:31:47,CON-0003607,OPP-0001849
ACT-00008241,email,Activity 00008241,2025-11-08 18:06:40,CON-0009139,OPP-0001616
ACT-00008242,email,Activity 00008242,2024-12-01 13:09:24,,OPP-0000700
ACT-00008243,meeting,Activity 00008243,2025-04-19 04:24:34,CON-0010912,OPP-0002254
ACT-00008244,meeting,Activity 00008244,2025-06-05 11:26:49,CON-0007278,OPP-0002322
ACT-00008245,call,Activity 00008245,2024-01-24 18:03:31,CON-0008970,
ACT-00008246,email,Activity 00008246,2025-04-06 09:06:46,CON-0004328,OPP-0000903
ACT-00008247,call,Activity 00008247,2025-03-26 20:50:51,CON-0014040,OPP-0002009
ACT-00008248,call,Activity 00008248,2025-10-23 21:59:30,CON-0012074,OPP-0002134
ACT-00008249,call,Activity 00008249,2025-11-18 01:42:55,CON-0004724,OPP-0001125
ACT-00008250,call,Activity 00008250,2025-10-17 16:03:22,CON-0000577,
ACT-00008251,email,Activity 00008251,2023-10-22 04:23:02,CON-0006147,OPP-0000713
ACT-00008252,email,Activity 00008252,2023-02-06 23:09:34,CON-0013445,OPP-0001792
ACT-00008253,email,Activity 00008253,2025-08-19 06:09:37,,OPP-0000233
ACT-00008254,meeting,Activity 00008254,2023-03-16 07:47:01,CON-0011233,
ACT-00008255,email,Activity 00008255,2024-08-08 10:17:29,,
ACT-00008256,demo,Activity 00008256,2023-08-12 12:22:15,CON-0014305,OPP-0000113
ACT-00008257,call,Activity 00008257,2023-07-20 11:54:21,CON-0006613,OPP-0001207
ACT-00008258,email,Activity 00008258,2025-12-18 22:15:16,CON-0008410,OPP-0000794
ACT-00008259,email,Activity 00008259,2024-03-27 21:52:16,CON-0014109,
ACT-00008260,call,Activity 00008260,2025-01-15 18:43:29,CON-0003844,
ACT-00008261,call,Activity 00008261,2025-04-20 10:28:22,,
ACT-00008262,demo,Activity 00008262,2024-05-17 08:10:09,CON-0009012,OPP-0001806
ACT-00008263,meeting,Activity 00008263,2024-03-17 07:50:34,CON-0011733,
ACT-00008264,email,Activity 00008264,2023-10-05 17:21:45,CON-0006295,
ACT-00008265,meeting,Activity 00008265,2024-01-09 20:25:47,,OPP-0002548
ACT-00008266,email,Activity 00008266,2024-10-18 01:00:28,,
ACT-00008267,demo,Activity 00008267,2023-10-07 06:40:56,,OPP-0000778
ACT-00008268,note,Activity 00008268,2023-12-20 07:38:28,CON-0003637,
ACT-00008269,demo,Activity 00008269,2025-06-16 12:46:10,CON-0011908,
ACT-00008270,email,Activity 00008270,2024-05-30 04:23:46,CON-0007244,OPP-0000061
ACT-00008271,email,Activity 00008271,2024-11-05 03:39:30,,
ACT-00008272,email,Activity 00008272,2023-10-18 01:49:58,,OPP-0001045
ACT-00008273,call,Activity 00008273,2023-09-24 14:29:26,CON-0001811,
ACT-00008274,call,Activity 00008274,2024-12-12 07:55:35,CON-0012375,OPP-0002503
ACT-00008275,meeting,Activity 00008275,2023-04-14 14:36:29,CON-0010687,
ACT-00008276,call,Activity 00008276,2023-02-19 06:56:37,CON-0014547,OPP-0001328
ACT-00008277,demo,Activity 00008277,2025-08-17 04:11:06,CON-0001059,
ACT-00008278,email,Activity 00008278,2025-04-22 04:09:48,,OPP-0002921
